FullName,CT,CTID,County,CountyID,State,StateID,TotalPop_Estimate,Male_Estimate,Female_Estimate,Male_SexRatio_Estimate,Under5_Estimate,5to9_Estimate,10to14_Estimate,15to19_Estimate,20to24_Estimate,25to34_Estimate,35to44_Estimate,45to54_Estimate,55to59_Estimate,60to64_Estimate,65to74_Estimate,75to84_Estimate,85andOver_Estimate,MedianAge_Estimate,Under18_Estimate,16andOver_Estimate,18andOver_Estimate,21andOver_Estimate,62andOver_Estimate,65andOver_Estimate,Male_18andOver_Estimate,Female_18andOver_Estimate,Male_18andOver_SexRatio_Estimate,Male_65andOver_Estimate,Female_65andOver_Estimate,Male_65andOver_SexRatio_Estimate,TotalRace_Estimate,OneRace_Estimate,TwoRace_Estimate,OneRace_White_Estimate,OneRace_BlackAA_Estimate,OneRace_AIAN_Estimate,OneRace_AIAN_Cherokee_Estimate,OneRace_AIAN_Chippewa_Estimate,OneRace_AIAN_Navajo_Estimate,OneRace_AIAN_Sioux_Estimate,OneRace_Asian_Estimate,OneRace_Asian_AsianIndian_Estimate,OneRace_Asian_Chinese_Estimate,OneRace_Asian_Filipino_Estimate,OneRace_Asian_Japanese_Estimate,OneRace_Asian_Korean_Estimate,OneRace_Asian_Vietnamese_Estimate,OneRace_Asian_Other_Estimate,OneRace_NHOPI_Estimate,OneRace_NHOPIN_NativeHawaiian_Estimate,OneRace_NHOPIG_Chamorro_Estimate,OneRace_NHOPI_Samoan_Estimate,OneRace_NHOPIOP_Other_Estimate,OneRace_SomeOtherRace_Estimate,TwoRace_White_BlackAA_Estimate,TwoRace_White_AIAN_Estimate,TwoRace_White_Asian_Estimate,TwoRace_BlackAA_AIAN_Estimate,AloneComboRace_Estimate,AloneComboRace_White_Estimate,AloneComboRace_BlackAA_Estimate,AloneComboRace_AIAN_Estimate,AloneComboRace_Asian_Estimate,AloneComboRace_NHOPI_Estimate,AloneComboRace_Other_Estimate,HispanicLatino_Estimate,HispanicLatino_AnyRace_Estimate,HispanicLatino_Mexican_AnyRace_Estimate,HispanicLatino_PuertoRican_AnyRace_Estimate,HispanicLatino_Cuban_AnyRace_Estimate,HispanicLatino_Other_AnyRace_Estimate,NotHispanicLatino_Estimate,NotHispanicLatino_White_Estimate,NotHispanicLatino_BlackAA_Estimate,NotHispanicLatino_AIAN_Estimate,NotHispanicLatino_Asian_Estimate,NotHispanicLatino_NHOPI_Estimate,NotHispanicLatino_AloneOther_Estimate,NotHispanicLatino_TwoMore_Estimate,NotHispanicLatino_TwoMore_IncludeOther_Estimate,NotHispanicLatino_TwoMore_ExcludeOtherThree_Estimate,HousingUnits_Estimate,Vote_18andOver_Estimate,Vote_Male_18andOver_Estimate,Vote_Female_18andOver_Estimate
"Census Tract 9.02, Manatee County, Florida",Census Tract 9.02,9.02, Manatee County,081, Florida,12,5953,2705,3248,83.3,319,645,133,199,463,669,727,744,337,624,792,248,53,43.5,1243,4828,4710,4576,1589,1093,2166,2544,85.1,577,516,111.8,5953,5864,89,5067,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,64,0,0,0,5953,5156,832,0,0,0,54,5953,501,297,43,0,161,5452,4620,768,0,0,0,0,64,0,64,2361,4653,2135,2518
"Census Tract 10.01, Manatee County, Florida",Census Tract 10.01,10.01, Manatee County,081, Florida,12,2983,1331,1652,80.6,126,93,237,110,147,350,491,380,326,145,291,170,117,43.1,550,2527,2433,2417,695,578,1016,1417,71.7,226,352,64.2,2983,2757,226,2631,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,10,0,0,2983,2768,0,53,89,0,299,2983,440,72,171,54,143,2543,2424,0,20,0,0,0,99,89,10,1095,2234,972,1262
"Census Tract 10.02, Manatee County, Florida",Census Tract 10.02,10.02, Manatee County,081, Florida,12,3210,1819,1391,130.8,16,71,142,95,56,265,148,198,254,269,859,528,309,66.1,324,2940,2886,2886,1892,1696,1738,1148,151.4,954,742,128.6,3210,3116,94,3116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,3210,3210,0,15,0,0,79,3210,657,441,0,0,216,2553,2538,0,0,0,0,0,15,0,15,2255,2666,1637,1029
"Census Tract 11.04, Manatee County, Florida",Census Tract 11.04,11.04, Manatee County,081, Florida,12,4325,1953,2372,82.3,102,62,157,554,275,399,257,383,508,157,709,508,254,54.6,525,3964,3800,3332,1585,1471,1622,2178,74.5,626,845,74.1,4325,4267,58,3707,326,0,0,0,0,0,234,0,160,0,0,0,0,74,0,0,0,0,0,0,0,7,0,0,4325,3759,343,7,245,0,40,4325,492,179,11,0,302,3833,3255,326,0,234,0,0,18,0,18,3091,3300,1441,1859
"Census Tract 11.05, Manatee County, Florida",Census Tract 11.05,11.05, Manatee County,081, Florida,12,3792,1631,2161,75.5,160,116,166,179,229,460,255,407,151,263,497,632,277,52.9,564,3292,3228,3126,1556,1406,1419,1809,78.4,605,801,75.5,3792,3665,127,3173,478,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,66,11,10,0,3792,3300,544,11,24,0,40,3792,401,78,108,0,215,3391,2881,385,0,14,0,0,111,24,87,2466,2962,1271,1691
"Census Tract 11.06, Manatee County, Florida",Census Tract 11.06,11.06, Manatee County,081, Florida,12,4085,1968,2117,93,245,176,364,190,231,528,547,407,197,263,343,235,359,40.4,881,3288,3204,3072,1001,937,1504,1700,88.5,397,540,73.5,4085,4032,53,3214,659,0,0,0,0,0,100,87,7,0,0,0,0,6,0,0,0,0,0,59,33,0,12,0,4085,3267,692,0,112,0,67,4085,899,563,97,118,121,3186,2387,644,0,100,0,2,53,8,45,2297,2775,1237,1538
"Census Tract 11.07, Manatee County, Florida",Census Tract 11.07,11.07, Manatee County,081, Florida,12,4041,2115,1926,109.8,67,83,261,194,90,468,371,620,435,219,709,511,13,54,511,3564,3530,3419,1400,1233,1858,1672,111.1,656,577,113.7,4041,3892,149,3566,84,0,0,0,0,0,182,177,0,0,5,0,0,0,0,0,0,0,0,60,36,32,6,0,4041,3715,120,32,188,0,135,4041,547,217,170,0,160,3494,3154,84,0,182,0,0,74,0,74,2417,3376,1758,1618
"Census Tract 11.08, Manatee County, Florida",Census Tract 11.08,11.08, Manatee County,081, Florida,12,3146,1606,1540,104.3,197,16,29,318,97,231,208,300,230,260,510,547,203,58.5,434,2904,2712,2525,1396,1260,1388,1324,104.8,604,656,92.1,3146,3080,66,3021,18,2,0,0,0,0,32,0,21,10,1,0,0,0,0,0,0,0,0,7,1,0,15,0,3146,3080,19,2,78,0,57,3146,128,17,32,32,47,3018,2951,18,2,32,0,0,15,0,15,2330,2708,1386,1322
"Census Tract 12.02, Manatee County, Florida",Census Tract 12.02,12.02, Manatee County,081, Florida,12,4090,1975,2115,93.4,175,205,206,224,129,288,416,436,359,766,478,289,119,53.9,663,3473,3427,3247,1485,886,1676,1751,95.7,426,460,92.6,4090,3976,114,3839,28,0,0,0,0,0,109,18,0,0,0,0,20,71,0,0,0,0,0,0,11,103,0,0,4090,3953,39,103,109,0,0,4090,132,14,39,0,79,3958,3707,28,0,109,0,0,114,0,114,1889,3340,1628,1712
"Census Tract 12.03, Manatee County, Florida",Census Tract 12.03,12.03, Manatee County,081, Florida,12,4175,1869,2306,81,266,116,201,110,145,281,641,523,373,418,472,281,348,52.6,621,3562,3554,3405,1368,1101,1602,1952,82.1,426,675,63.1,4175,4087,88,3983,23,0,0,0,0,0,80,0,34,0,14,0,17,15,0,0,0,0,0,1,75,0,0,0,4175,4071,98,0,80,0,14,4175,331,0,0,268,63,3844,3653,23,0,80,0,0,88,13,75,2130,3274,1480,1794
"Census Tract 12.04, Manatee County, Florida",Census Tract 12.04,12.04, Manatee County,081, Florida,12,6210,3083,3127,98.6,148,50,280,480,367,477,485,723,626,447,1226,723,178,56.1,904,5551,5306,5143,2458,2127,2618,2688,97.4,1032,1095,94.2,6210,6025,185,5977,0,21,21,0,0,0,27,0,0,27,0,0,0,0,0,0,0,0,0,0,44,126,15,0,6210,6162,44,147,42,0,0,6210,157,0,15,20,122,6053,5820,0,21,27,0,0,185,0,185,3601,5175,2509,2666
"Census Tract 13, Manatee County, Florida",Census Tract 13,13, Manatee County,081, Florida,12,4481,2333,2148,108.6,421,321,285,210,221,881,480,396,393,291,227,253,102,32.7,1123,3423,3358,3227,703,582,1825,1533,119,270,312,86.5,4481,4427,54,3418,965,7,0,7,0,0,29,0,0,0,0,4,25,0,0,0,0,0,0,8,0,0,0,0,4481,3456,1019,45,29,0,24,4481,838,696,86,44,12,3643,2613,965,7,29,0,0,29,0,29,1695,3038,1656,1382
"Census Tract 14.02, Manatee County, Florida",Census Tract 14.02,14.02, Manatee County,081, Florida,12,1619,734,885,82.9,26,9,36,73,38,67,83,209,142,153,383,360,40,64.1,117,1548,1502,1475,831,783,667,835,79.9,360,423,85.1,1619,1611,8,1575,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,8,0,0,1619,1583,0,29,0,0,15,1619,40,10,26,0,4,1579,1550,0,21,0,0,0,8,0,8,1129,1490,663,827
"Census Tract 14.04, Manatee County, Florida",Census Tract 14.04,14.04, Manatee County,081, Florida,12,3970,2071,1899,109.1,215,318,150,129,174,573,963,359,446,270,200,135,38,37.5,778,3256,3192,3115,519,373,1647,1545,106.6,182,191,95.3,3970,3794,176,3103,601,71,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,11,104,15,16,0,3970,3279,705,107,45,20,11,3970,561,464,9,14,74,3409,2561,601,71,0,0,0,176,0,176,1471,3135,1610,1525
"Census Tract 14.05, Manatee County, Florida",Census Tract 14.05,14.05, Manatee County,081, Florida,12,2401,1305,1096,119.1,137,105,271,120,192,222,200,246,162,132,339,255,20,42,633,1823,1768,1768,662,614,994,774,128.4,227,387,58.7,2401,2401,0,2041,218,0,0,0,0,0,42,0,0,0,0,0,18,24,0,0,0,0,0,100,0,0,0,0,2401,2041,218,0,42,0,100,2401,867,837,0,0,30,1534,1274,218,0,42,0,0,0,0,0,1148,1456,714,742
"Census Tract 14.06, Manatee County, Florida",Census Tract 14.06,14.06, Manatee County,081, Florida,12,2174,1127,1047,107.6,35,22,71,144,63,184,137,314,89,95,352,451,217,62.4,236,2046,1938,1870,1115,1020,947,991,95.6,462,558,82.8,2174,2153,21,1979,164,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,2174,2000,185,0,10,0,0,2174,267,218,21,0,28,1907,1733,164,0,10,0,0,0,0,0,1629,1914,934,980
"Census Tract 15.01, Manatee County, Florida",Census Tract 15.01,15.01, Manatee County,081, Florida,12,6044,2832,3212,88.2,435,415,474,412,508,656,789,698,348,412,581,316,0,36.1,1569,4518,4475,4076,1228,897,2165,2310,93.7,449,448,100.2,6044,5724,320,2741,2474,0,0,0,0,0,140,0,0,57,0,0,83,0,0,0,0,0,0,369,230,19,0,23,6044,3038,2775,90,140,0,369,6044,1551,1419,69,53,10,4493,1664,2368,0,140,0,11,310,0,310,1734,4120,2060,2060
"Census Tract 15.02, Manatee County, Florida",Census Tract 15.02,15.02, Manatee County,081, Florida,12,6524,2908,3616,80.4,249,768,351,234,405,731,614,800,344,559,678,583,208,44.4,1546,5133,4978,4837,1744,1469,2312,2666,86.7,584,885,66,6524,6373,151,3849,2255,0,0,0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,247,101,0,14,0,6524,4000,2367,11,36,0,272,6524,2163,1775,155,119,114,4361,2042,2171,0,22,0,0,126,0,126,2737,3615,1713,1902
"Census Tract 16.02, Manatee County, Florida",Census Tract 16.02,16.02, Manatee County,081, Florida,12,4204,2401,1803,133.2,32,150,130,172,248,694,460,299,291,365,737,379,247,50,434,3879,3770,3690,1511,1363,2195,1575,139.4,569,794,71.7,4204,4077,127,3220,696,26,13,0,0,0,111,0,0,0,0,2,18,91,0,0,0,0,0,24,20,44,0,8,4204,3316,747,78,111,0,79,4204,416,185,51,118,62,3788,2929,677,26,93,0,0,63,0,63,1747,3486,2052,1434
"Census Tract 16.03, Manatee County, Florida",Census Tract 16.03,16.03, Manatee County,081, Florida,12,1428,686,742,92.5,0,0,19,0,0,51,55,42,93,244,470,369,85,68.6,19,1409,1409,1409,1099,924,676,733,92.2,470,454,103.5,1428,1428,0,1334,0,0,0,0,0,0,43,0,43,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,1428,1334,0,0,43,0,51,1428,51,0,0,0,51,1377,1334,0,0,43,0,0,0,0,0,1243,1299,604,695
"Census Tract 16.04, Manatee County, Florida",Census Tract 16.04,16.04, Manatee County,081, Florida,12,4190,2170,2020,107.4,136,172,285,264,81,246,258,467,231,675,420,791,164,59.4,809,3526,3381,3333,2011,1375,1805,1576,114.5,758,617,122.9,4190,4071,119,3085,707,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,271,0,34,13,0,4190,3204,707,57,44,0,320,4190,340,182,86,49,23,3850,2992,707,0,8,0,73,70,0,70,2479,3304,1736,1568
"Census Tract 17.01, Manatee County, Florida",Census Tract 17.01,17.01, Manatee County,081, Florida,12,1491,640,851,75.2,15,16,55,15,33,73,55,301,120,125,394,229,60,62.6,99,1398,1392,1387,754,683,616,776,79.4,300,383,78.3,1491,1486,5,1455,13,6,4,0,0,0,12,0,0,8,0,0,2,2,0,0,0,0,0,0,0,3,0,0,1491,1460,13,9,12,0,2,1491,22,3,0,7,12,1469,1435,13,6,12,0,0,3,0,3,2740,1363,600,763
"Census Tract 17.05, Manatee County, Florida",Census Tract 17.05,17.05, Manatee County,081, Florida,12,2574,1192,1382,86.3,0,0,6,26,74,6,139,212,233,443,628,623,184,67.9,17,2568,2557,2542,1755,1435,1186,1371,86.5,688,747,92.1,2574,2545,29,2523,0,0,0,0,0,0,22,14,0,0,0,8,0,0,0,0,0,0,0,0,0,0,29,0,2574,2552,0,0,51,0,0,2574,23,0,0,11,12,2551,2500,0,0,22,0,0,29,0,29,3372,2350,1140,1210
"Census Tract 18.01, Manatee County, Florida",Census Tract 18.01,18.01, Manatee County,081, Florida,12,3474,1610,1864,86.4,76,30,103,12,73,172,146,216,341,509,743,951,102,66.2,209,3265,3265,3202,2165,1796,1593,1672,95.3,818,978,83.6,3474,3474,0,3430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,3474,3430,0,0,0,0,44,3474,121,28,15,0,78,3353,3353,0,0,0,0,0,0,0,0,3316,3100,1524,1576
"Census Tract 18.02, Manatee County, Florida",Census Tract 18.02,18.02, Manatee County,081, Florida,12,1305,545,760,71.7,14,39,35,7,10,16,65,72,77,266,341,286,77,67.7,95,1217,1210,1210,837,704,522,688,75.9,276,428,64.5,1305,1305,0,1259,2,41,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1305,1259,2,41,3,0,0,1305,12,1,0,0,11,1293,1247,2,41,3,0,0,0,0,0,2255,1190,515,675
"Census Tract 19.04, Manatee County, Florida",Census Tract 19.04,19.04, Manatee County,081, Florida,12,7395,3249,4146,78.4,483,556,433,424,302,904,478,1167,606,486,1044,322,190,45.9,1880,5870,5515,5348,1835,1556,2213,3302,67,522,1034,50.5,7395,6176,1219,5604,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,122,74,71,0,7395,6823,479,74,71,0,1167,7395,1794,736,431,154,473,5601,4952,357,0,0,0,0,292,25,267,2944,5418,2172,3246
"Census Tract 19.07, Manatee County, Florida",Census Tract 19.07,19.07, Manatee County,081, Florida,12,5142,2517,2625,95.9,169,240,298,229,413,434,520,685,447,280,962,306,159,49,833,4379,4309,4177,1605,1427,2079,2230,93.2,654,773,84.6,5142,5142,0,4310,466,0,0,0,0,0,72,27,11,9,0,0,25,0,0,0,0,0,0,294,0,0,0,0,5142,4310,466,0,72,0,294,5142,988,169,581,71,167,4154,3616,466,0,72,0,0,0,0,0,2788,4212,1994,2218
"Census Tract 19.08, Manatee County, Florida",Census Tract 19.08,19.08, Manatee County,081, Florida,12,7366,3384,3982,85,126,327,214,303,261,445,475,1072,497,565,1748,1067,266,59.6,857,6650,6509,6243,3470,3081,2965,3544,83.7,1419,1662,85.4,7366,7069,297,6539,283,21,0,0,0,0,97,63,0,0,0,0,0,34,0,0,0,0,0,129,0,0,7,0,7366,6671,448,21,104,0,419,7366,454,44,0,55,355,6912,6385,273,21,97,0,129,7,0,7,4418,6310,2918,3392
"Census Tract 19.09, Manatee County, Florida",Census Tract 19.09,19.09, Manatee County,081, Florida,12,3069,1636,1433,114.2,42,81,44,107,97,177,114,312,369,475,731,440,80,63.9,220,2902,2849,2714,1641,1251,1534,1315,116.7,682,569,119.9,3069,3016,53,2940,60,0,0,0,0,0,16,5,0,2,9,0,0,0,0,0,0,0,0,0,0,2,12,0,3069,2954,99,2,28,0,39,3069,100,0,14,15,71,2969,2840,60,0,16,0,0,53,39,14,1602,2832,1534,1298
"Census Tract 19.10, Manatee County, Florida",Census Tract 19.10,19.10, Manatee County,081, Florida,12,5644,2658,2986,89,267,255,403,343,266,491,535,819,511,242,1035,333,144,48.5,1189,4560,4455,4345,1669,1512,2017,2438,82.7,711,801,88.8,5644,5574,70,5264,171,0,0,0,0,0,139,0,58,46,0,0,0,35,0,0,0,0,0,0,0,27,43,0,5644,5334,171,27,182,0,0,5644,532,107,204,24,197,5112,4778,153,0,111,0,0,70,0,70,2266,4348,1979,2369
"Census Tract 19.11, Manatee County, Florida",Census Tract 19.11,19.11, Manatee County,081, Florida,12,7337,3633,3704,98.1,539,522,392,269,230,758,1301,858,185,543,1090,613,37,42.6,1633,5821,5704,5591,2030,1740,2777,2927,94.9,801,939,85.3,7337,6997,340,6354,99,0,0,0,0,0,368,101,96,39,0,0,89,43,0,0,0,0,0,176,139,0,145,0,7337,6694,238,0,513,0,232,7337,1178,262,706,42,168,6159,5412,99,0,368,0,22,258,0,258,3059,5531,2692,2839
"Census Tract 19.13, Manatee County, Florida",Census Tract 19.13,19.13, Manatee County,081, Florida,12,4810,2352,2458,95.7,148,269,415,272,278,409,515,869,417,284,636,226,72,46.6,1016,3917,3794,3616,1114,934,1810,1984,91.2,445,489,91,4810,4555,255,4114,286,0,0,0,0,0,85,7,0,54,0,0,17,7,0,0,0,0,0,70,37,26,29,0,4810,4320,382,105,135,0,212,4810,316,22,44,53,197,4494,3972,286,0,85,0,0,151,38,113,1737,3732,1788,1944
"Census Tract 19.14, Manatee County, Florida",Census Tract 19.14,19.14, Manatee County,081, Florida,12,2837,1616,1221,132.4,91,85,79,285,188,425,316,592,165,104,417,85,5,43.4,430,2549,2407,2231,543,507,1383,1024,135.1,354,153,231.4,2837,2660,177,2624,0,0,0,0,0,0,36,3,20,6,0,0,0,7,0,0,0,0,0,0,0,0,16,0,2837,2801,0,0,52,0,161,2837,304,114,121,12,57,2533,2469,0,0,36,0,0,28,12,16,973,2334,1317,1017
"Census Tract 19.15, Manatee County, Florida",Census Tract 19.15,19.15, Manatee County,081, Florida,12,3587,1743,1844,94.5,105,137,63,142,106,366,886,619,162,179,608,91,123,45,418,3169,3169,3107,963,822,1565,1604,97.6,452,370,122.2,3587,3538,49,3391,115,0,0,0,0,0,32,0,0,0,0,0,32,0,0,0,0,0,0,0,30,19,0,0,3587,3440,145,19,32,0,0,3587,79,0,30,49,0,3508,3342,115,0,32,0,0,19,0,19,1141,3086,1528,1558
"Census Tract 19.16, Manatee County, Florida",Census Tract 19.16,19.16, Manatee County,081, Florida,12,4220,2017,2203,91.6,190,215,247,255,196,401,644,682,232,168,670,248,72,44.7,803,3488,3417,3302,1099,990,1642,1775,92.5,435,555,78.4,4220,3926,294,3679,102,11,0,0,0,0,81,8,23,23,0,0,0,27,0,0,0,0,0,53,49,10,157,0,4220,3973,151,21,238,78,53,4220,262,42,99,73,48,3958,3498,102,11,81,0,0,266,0,266,1825,3266,1606,1660
"Census Tract 20.03, Manatee County, Florida",Census Tract 20.03,20.03, Manatee County,081, Florida,12,6397,3356,3041,110.4,234,451,446,158,240,990,752,604,284,415,1466,265,92,43.4,1244,5193,5153,5086,2099,1823,2510,2643,95,899,924,97.3,6397,5858,539,5513,168,0,0,0,0,0,45,16,0,0,0,7,22,0,0,0,0,0,0,132,139,0,46,0,6397,6052,307,0,91,0,486,6397,809,482,32,223,72,5588,5190,168,0,45,0,0,185,0,185,3031,4961,2372,2589
"Census Tract 20.05, Manatee County, Florida",Census Tract 20.05,20.05, Manatee County,081, Florida,12,5612,2514,3098,81.1,187,169,269,44,110,429,239,595,502,724,1013,1093,238,60.7,669,4959,4943,4943,2593,2344,2195,2748,79.9,1059,1285,82.4,5612,5413,199,4808,29,0,0,0,0,0,550,0,37,149,0,0,360,4,26,0,0,26,0,0,4,0,0,0,5612,4964,33,10,603,26,185,5612,453,194,46,29,184,5159,4497,29,0,550,26,0,57,43,14,3149,4714,2104,2610
"Census Tract 20.08, Manatee County, Florida",Census Tract 20.08,20.08, Manatee County,081, Florida,12,5849,3028,2821,107.3,264,270,313,206,468,609,783,743,424,576,682,355,156,45.1,1006,4966,4843,4690,1412,1193,2556,2287,111.8,583,610,95.6,5849,5671,178,5367,0,0,0,0,0,0,219,77,128,14,0,0,0,0,0,0,0,0,0,85,0,42,14,0,5849,5545,0,42,233,0,207,5849,842,228,188,27,399,5007,4732,0,0,219,0,0,56,0,56,2324,4523,2342,2181
"Census Tract 20.10, Manatee County, Florida",Census Tract 20.10,20.10, Manatee County,081, Florida,12,3923,2162,1761,122.8,80,303,334,433,337,272,462,457,423,378,299,84,61,41.4,1037,3060,2886,2636,694,444,1464,1422,103,232,212,109.4,3923,3834,89,3785,3,0,0,0,0,0,46,0,22,0,0,0,0,24,0,0,0,0,0,0,14,9,0,0,3923,3854,17,9,66,20,46,3923,624,352,78,0,194,3299,3170,3,0,46,0,0,80,37,43,1291,2844,1447,1397
"Census Tract 20.11, Manatee County, Florida",Census Tract 20.11,20.11, Manatee County,081, Florida,12,3895,2035,1860,109.4,224,232,266,112,158,788,389,532,171,213,495,148,167,39.1,752,3164,3143,2931,935,810,1531,1612,95,405,405,100,3895,3674,221,3016,354,0,0,0,0,0,294,104,190,0,0,0,0,0,0,0,0,0,0,10,198,9,14,0,3895,3237,552,9,308,0,10,3895,773,106,80,75,512,3122,2243,354,0,294,0,10,221,0,221,2064,2699,1371,1328
"Census Tract 20.12, Manatee County, Florida",Census Tract 20.12,20.12, Manatee County,081, Florida,12,4793,2343,2450,95.6,254,242,178,293,200,493,628,756,392,430,453,262,212,47.2,875,4081,3918,3789,1181,927,1853,2065,89.7,468,459,102,4793,4659,134,4285,174,39,26,0,0,0,86,30,0,0,0,0,56,0,50,35,0,0,15,25,0,5,0,0,4793,4382,188,67,123,50,117,4793,365,33,69,68,195,4428,4045,174,39,86,50,6,28,9,19,1841,3876,1820,2056
"Census Tract 20.14, Manatee County, Florida",Census Tract 20.14,20.14, Manatee County,081, Florida,12,6685,3113,3572,87.2,422,226,394,695,314,426,815,745,607,752,691,400,198,45.3,1499,5338,5186,4847,1544,1289,2467,2719,90.7,675,614,109.9,6685,6600,85,6403,97,0,0,0,0,0,100,0,6,45,0,11,38,0,0,0,0,0,0,0,48,0,37,0,6685,6488,145,0,137,0,0,6685,230,4,20,10,196,6455,6173,97,0,100,0,0,85,0,85,2418,5087,2408,2679
"Census Tract 20.16, Manatee County, Florida",Census Tract 20.16,20.16, Manatee County,081, Florida,12,5119,2337,2782,84,52,149,339,58,27,138,317,526,324,451,1637,845,256,66.5,598,4564,4521,4511,3066,2738,2104,2417,87.1,1311,1427,91.9,5119,5083,36,4797,104,0,0,0,0,0,154,18,0,0,14,99,0,23,0,0,0,0,0,28,0,0,36,0,5119,4833,104,0,190,0,28,5119,222,59,34,56,73,4897,4575,104,0,154,0,28,36,0,36,3198,4301,1985,2316
"Census Tract 20.17, Manatee County, Florida",Census Tract 20.17,20.17, Manatee County,081, Florida,12,3963,1808,2155,83.9,116,135,267,278,253,457,339,582,349,207,455,275,250,47.4,735,3413,3228,3111,1099,980,1341,1887,71.1,439,541,81.1,3963,3817,146,3607,29,129,0,0,0,0,52,29,0,13,5,5,0,0,0,0,0,0,0,0,77,1,19,17,3963,3736,123,147,71,0,32,3963,418,56,76,14,272,3545,3215,29,129,52,0,0,120,6,114,2048,3039,1239,1800
"Census Tract 20.18, Manatee County, Florida",Census Tract 20.18,20.18, Manatee County,081, Florida,12,6634,3466,3168,109.4,255,630,765,268,135,379,689,1156,509,441,675,499,233,47.1,1819,4908,4815,4716,1503,1407,2387,2428,98.3,570,837,68.1,6634,6510,124,5928,0,0,0,0,0,0,559,20,0,0,0,25,491,23,23,23,0,0,0,0,0,0,124,0,6634,6052,0,0,683,23,0,6634,1122,79,248,99,696,5512,4806,0,0,559,23,0,124,0,124,2348,4677,2387,2290
"Census Tract 20.19, Manatee County, Florida",Census Tract 20.19,20.19, Manatee County,081, Florida,12,4972,2590,2382,108.7,297,358,111,185,464,386,658,379,355,347,1042,347,43,48.6,837,4153,4135,3949,1666,1432,2117,2018,104.9,853,579,147.3,4972,4635,337,4137,207,0,0,0,0,0,158,131,27,0,0,0,0,0,0,0,0,0,0,133,164,0,73,0,4972,4474,371,0,240,0,233,4972,557,122,141,0,294,4415,3853,181,0,158,0,0,223,0,223,2580,3906,1984,1922
"Census Tract 20.20, Manatee County, Florida",Census Tract 20.20,20.20, Manatee County,081, Florida,12,2940,1518,1422,106.8,71,20,241,313,215,167,235,731,342,143,429,33,0,49.1,523,2455,2417,2224,528,462,1133,1284,88.2,237,225,105.3,2940,2940,0,2893,32,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,2940,2893,32,0,15,0,0,2940,287,14,31,0,242,2653,2606,32,0,15,0,0,0,0,0,1309,2388,1104,1284
"Census Tract 20.21, Manatee County, Florida",Census Tract 20.21,20.21, Manatee County,081, Florida,12,5318,2937,2381,123.4,311,286,202,26,191,201,922,313,296,518,1541,301,210,59,799,4519,4519,4467,2251,2052,2595,1924,134.9,1405,647,217.2,5318,5092,226,4957,60,0,0,0,0,0,75,0,0,36,39,0,0,0,0,0,0,0,0,0,0,0,0,0,5318,5183,60,68,75,0,226,5318,439,68,14,0,357,4879,4772,32,0,75,0,0,0,0,0,2557,4354,2522,1832
"Census Tract 20.22, Manatee County, Florida",Census Tract 20.22,20.22, Manatee County,081, Florida,12,1366,664,702,94.6,107,27,31,76,124,143,77,135,143,165,243,45,50,50.2,206,1199,1160,1092,373,338,575,585,98.3,183,155,118.1,1366,1366,0,1318,0,0,0,0,0,0,48,21,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,1366,1318,0,0,48,0,0,1366,56,0,0,56,0,1310,1262,0,0,48,0,0,0,0,0,583,1160,575,585
"Census Tract 20.23, Manatee County, Florida",Census Tract 20.23,20.23, Manatee County,081, Florida,12,7462,3640,3822,95.2,750,354,821,554,316,428,708,607,426,825,1268,342,63,41.8,2278,5404,5184,4903,2074,1673,2484,2700,92,863,810,106.5,7462,6561,901,6319,126,0,0,0,0,0,79,14,23,0,0,0,0,42,0,0,0,0,0,37,784,0,0,0,7462,7201,910,19,79,0,154,7462,634,123,290,20,201,6828,6121,106,0,79,0,0,522,0,522,2751,5042,2366,2676
